timestamp,symbol,open,high,low,close,volume
2024-01-01T00:00:00Z,EURUSD,1.10000,1.10101,1.09970,1.10028,4463
2024-01-01T01:00:00Z,EURUSD,1.10028,1.10113,1.10001,1.10041,2504
2024-01-01T02:00:00Z,EURUSD,1.10041,1.10182,1.10006,1.10109,3659
2024-01-01T03:00:00Z,EURUSD,1.10109,1.10295,1.10078,1.10199,4383
2024-01-01T04:00:00Z,EURUSD,1.10199,1.10206,1.10115,1.10193,2345
2024-01-01T05:00:00Z,EURUSD,1.10193,1.10346,1.10100,1.10273,4172
2024-01-01T06:00:00Z,EURUSD,1.10273,1.10295,1.10183,1.10224,1739
2024-01-01T07:00:00Z,EURUSD,1.10224,1.10387,1.10177,1.10324,4470
2024-01-01T08:00:00Z,EURUSD,1.10324,1.10494,1.10285,1.10417,2914
2024-01-01T09:00:00Z,EURUSD,1.10417,1.10555,1.10376,1.10523,3825
2024-01-01T10:00:00Z,EURUSD,1.10523,1.10610,1.10466,1.10489,1665
2024-01-01T11:00:00Z,EURUSD,1.10489,1.10660,1.10392,1.10584,2560
2024-01-01T12:00:00Z,EURUSD,1.10584,1.10734,1.10488,1.10702,4388
2024-01-01T13:00:00Z,EURUSD,1.10702,1.10729,1.10617,1.10718,3985
2024-01-01T14:00:00Z,EURUSD,1.10718,1.10844,1.10671,1.10820,2057
2024-01-01T15:00:00Z,EURUSD,1.10820,1.10869,1.10700,1.10784,2079
2024-01-01T16:00:00Z,EURUSD,1.10784,1.10846,1.10728,1.10762,4402
2024-01-01T17:00:00Z,EURUSD,1.10762,1.10963,1.10745,1.10916,4349
2024-01-01T18:00:00Z,EURUSD,1.10916,1.11029,1.10824,1.11016,3879
2024-01-01T19:00:00Z,EURUSD,1.11016,1.11105,1.10931,1.11095,1517
2024-01-01T20:00:00Z,EURUSD,1.11095,1.11270,1.11072,1.11226,2436
2024-01-01T21:00:00Z,EURUSD,1.11226,1.11307,1.11137,1.11161,3388
2024-01-01T22:00:00Z,EURUSD,1.11161,1.11269,1.11073,1.11220,4219
2024-01-01T23:00:00Z,EURUSD,1.11220,1.11389,1.11213,1.11369,2739
2024-01-02T00:00:00Z,EURUSD,1.11369,1.11425,1.11277,1.11350,3659
2024-01-02T01:00:00Z,EURUSD,1.11350,1.11372,1.11270,1.11290,3091
2024-01-02T02:00:00Z,EURUSD,1.11290,1.11375,1.11215,1.11247,4377
2024-01-02T03:00:00Z,EURUSD,1.11247,1.11380,1.11157,1.11376,4277
2024-01-02T04:00:00Z,EURUSD,1.11376,1.11515,1.11304,1.11421,4094
2024-01-02T05:00:00Z,EURUSD,1.11421,1.11444,1.11302,1.11354,2361
2024-01-02T06:00:00Z,EURUSD,1.11354,1.11548,1.11345,1.11487,3564
2024-01-02T07:00:00Z,EURUSD,1.11487,1.11535,1.11363,1.11443,2176
2024-01-02T08:00:00Z,EURUSD,1.11443,1.11456,1.11387,1.11397,3933
2024-01-02T09:00:00Z,EURUSD,1.11397,1.11546,1.11334,1.11447,3938
2024-01-02T10:00:00Z,EURUSD,1.11447,1.11465,1.11318,1.11388,1501
2024-01-02T11:00:00Z,EURUSD,1.11388,1.11391,1.11326,1.11332,4102
2024-01-02T12:00:00Z,EURUSD,1.11332,1.11521,1.11259,1.11453,3872
2024-01-02T13:00:00Z,EURUSD,1.11453,1.11472,1.11399,1.11418,2784
2024-01-02T14:00:00Z,EURUSD,1.11418,1.11463,1.11355,1.11399,4432
2024-01-02T15:00:00Z,EURUSD,1.11399,1.11529,1.11340,1.11507,3338
2024-01-02T16:00:00Z,EURUSD,1.11507,1.11689,1.11494,1.11629,2358
2024-01-02T17:00:00Z,EURUSD,1.11629,1.11669,1.11507,1.11583,2960
2024-01-02T18:00:00Z,EURUSD,1.11583,1.11608,1.11549,1.11607,1511
2024-01-02T19:00:00Z,EURUSD,1.11607,1.11783,1.11565,1.11707,1653
2024-01-02T20:00:00Z,EURUSD,1.11707,1.11754,1.11624,1.11674,1704
2024-01-02T21:00:00Z,EURUSD,1.11674,1.11694,1.11640,1.11692,2547
2024-01-02T22:00:00Z,EURUSD,1.11692,1.11783,1.11632,1.11767,1940
2024-01-02T23:00:00Z,EURUSD,1.11767,1.11965,1.11761,1.11881,2045
2024-01-03T00:00:00Z,EURUSD,1.11881,1.11967,1.11737,1.11768,2533
2024-01-03T01:00:00Z,EURUSD,1.11768,1.11804,1.11685,1.11731,3277
2024-01-03T02:00:00Z,EURUSD,1.11731,1.11864,1.11715,1.11803,1998
2024-01-03T03:00:00Z,EURUSD,1.11803,1.11846,1.11581,1.11677,3569
2024-01-03T04:00:00Z,EURUSD,1.11677,1.11696,1.11633,1.11691,1607
2024-01-03T05:00:00Z,EURUSD,1.11691,1.11819,1.11664,1.11730,1981
2024-01-03T06:00:00Z,EURUSD,1.11730,1.11817,1.11638,1.11652,3833
2024-01-03T07:00:00Z,EURUSD,1.11652,1.11695,1.11542,1.11637,4391
2024-01-03T08:00:00Z,EURUSD,1.11637,1.11693,1.11621,1.11649,2445
2024-01-03T09:00:00Z,EURUSD,1.11649,1.11771,1.11629,1.11720,3692
2024-01-03T10:00:00Z,EURUSD,1.11720,1.11764,1.11624,1.11702,4140
2024-01-03T11:00:00Z,EURUSD,1.11702,1.11825,1.11626,1.11769,2632
2024-01-03T12:00:00Z,EURUSD,1.11769,1.11814,1.11745,1.11756,3130
2024-01-03T13:00:00Z,EURUSD,1.11756,1.11816,1.11704,1.11784,2475
2024-01-03T14:00:00Z,EURUSD,1.11784,1.11907,1.11761,1.11826,3414
